Total Objects,CPU Usage
19,24.25638706627982
20,24.25638706627982
21,20.988346382174843
22,20.988346382174843
23,20.988346382174843
24,20.988346382174843
25,21.47936266330257
26,21.47936266330257
27,21.47936266330257
28,16.845468411473465
29,16.845468411473465
30,16.845468411473465
31,20.81466489166605
32,20.81466489166605
33,20.81466489166605
34,26.11738369066779
35,26.11738369066779
36,26.11738369066779
37,20.15318881427386
38,20.15318881427386
39,20.15318881427386
40,20.15318881427386
41,17.4471329936753
42,17.4471329936753
43,17.4471329936753
44,26.60412214910227
45,26.60412214910227
46,33.62445718449919
47,33.62445718449919
48,33.62445718449919
49,15.468269599741289
50,15.468269599741289
51,15.468269599741289
52,15.468269599741289
53,15.947547501699127
54,15.947547501699127
55,15.947547501699127
56,16.752974017730693
57,16.752974017730693
58,16.752974017730693
59,16.752974017730693
60,13.194493565905457
61,13.194493565905457
62,13.194493565905457
63,13.194493565905457
64,16.469504079608
65,16.469504079608
66,16.469504079608
67,22.16337206663338
68,22.16337206663338
69,22.16337206663338
70,22.16337206663338
71,14.62419700175027
72,14.62419700175027
73,14.62419700175027
74,14.62419700175027
75,15.889812040896418
76,15.889812040896418
77,15.889812040896418
78,15.889812040896418
79,14.51998311857618
80,14.51998311857618
81,14.51998311857618
82,20.383487456497175
83,20.383487456497175
84,20.383487456497175
85,20.383487456497175
86,14.688514546998618
87,14.688514546998618
88,14.688514546998618
89,14.688514546998618
90,14.808350599920761
91,14.808350599920761
92,14.808350599920761
93,24.067563637659664
