Total Objects,CPU Usage
2004,11.624375329318553
2005,11.624375329318553
2006,11.959282565509124
2007,11.959282565509124
2008,11.959282565509124
2009,11.959282565509124
2010,12.135791477017085
2011,12.135791477017085
2012,12.135791477017085
2013,11.96713838006984
2014,11.96713838006984
2015,12.509740918261686
2016,12.509740918261686
2017,12.509740918261686
2018,12.509740918261686
2019,12.063446534571002
2020,12.063446534571002
2021,12.063446534571002
2022,12.063446534571002
2023,12.063446534571002
2024,12.32874727446516
2025,12.32874727446516
2026,12.32874727446516
2027,12.32874727446516
2028,13.107786792700123
2029,13.107786792700123
2030,13.107786792700123
2031,13.107786792700123
2032,11.949699603671483
2033,11.949699603671483
2034,11.949699603671483
2035,11.949699603671483
2036,11.217553574416971
2037,11.217553574416971
2038,11.217553574416971
2039,11.217553574416971
2040,12.326474319241544
2041,12.326474319241544
2042,12.326474319241544
2043,12.326474319241544
2044,12.326474319241544
2045,12.072136909235494
2046,12.072136909235494
2047,12.072136909235494
2048,12.072136909235494
2049,12.808705642194779
2050,12.808705642194779
2051,12.808705642194779
2052,12.808705642194779
2053,12.409339844960686
2054,12.409339844960686
2055,12.409339844960686
2056,12.409339844960686
2057,35.10248758609215
2058,35.10248758609215
2059,35.10248758609215
2060,35.10248758609215
2061,35.10248758609215
2062,18.10128610844553
2063,18.10128610844553
2064,18.10128610844553
2065,18.10128610844553
2066,12.575559881679663
2067,12.575559881679663
2068,12.575559881679663
2069,12.575559881679663
2070,12.575559881679663
2071,11.651754665849687
2072,11.651754665849687
2073,11.651754665849687
2074,11.651754665849687
2075,11.637763927066763
2076,11.637763927066763
2077,11.637763927066763
2078,11.637763927066763
2079,12.409332453362751
2080,12.409332453362751
2081,12.409332453362751
2082,12.409332453362751
2083,12.361050406283903
2084,12.361050406283903
2085,12.361050406283903
2086,12.361050406283903
2087,12.361050406283903
2088,12.355306281356313
2089,12.355306281356313
2090,12.355306281356313
2091,12.355306281356313
2092,12.607244403202575
2093,12.607244403202575
2094,12.607244403202575
2095,12.607244403202575
2096,12.335216312326889
2097,12.335216312326889
2098,12.335216312326889
2099,12.335216312326889
2100,12.335216312326889
2101,15.114198981061783
2102,15.114198981061783
2103,15.114198981061783
2104,11.562958161702232
2105,11.562958161702232
2106,11.562958161702232
2107,11.562958161702232
2108,12.694155023864642
2109,12.694155023864642
2110,12.694155023864642
2111,12.694155023864642
2112,12.07909578155457
2113,12.07909578155457
2114,12.07909578155457
2115,12.07909578155457
2116,12.07909578155457
2117,11.254912544227304
2118,11.254912544227304
2119,11.254912544227304
2120,12.385459272646566
2121,12.385459272646566
2122,12.385459272646566
2123,12.385459272646566
2124,11.440573178207703
2125,11.440573178207703
2126,11.440573178207703
2127,11.801733891860618
2128,11.801733891860618
2129,11.801733891860618
2130,12.022999657328478
2131,12.022999657328478
2132,12.022999657328478
2133,12.586884184733302
2134,12.586884184733302
2135,12.586884184733302
2136,12.336796518852106
2137,12.336796518852106
2138,12.336796518852106
2139,12.336796518852106
2140,12.336796518852106
2141,11.981271247818325
2142,11.981271247818325
2143,11.981271247818325
2144,11.981271247818325
2145,12.434784529058899
2146,12.434784529058899
2147,12.434784529058899
2148,12.434784529058899
2149,12.681932315411224
2150,12.681932315411224
2151,12.681932315411224
2152,12.681932315411224
2153,12.681932315411224
2154,11.858124465910073
2155,11.858124465910073
2156,11.858124465910073
2157,11.858124465910073
2158,12.26292576142468
2159,12.26292576142468
2160,12.26292576142468
2161,12.26292576142468
2162,12.756263427392959
2163,12.756263427392959
2164,12.756263427392959
2165,12.756263427392959
2166,12.756263427392959
2167,12.236331528229707
2168,12.236331528229707
2169,12.236331528229707
2170,12.236331528229707
2171,12.008035585285104
2172,12.008035585285104
2173,12.008035585285104
2174,12.008035585285104
2175,13.740115666125693
2176,13.740115666125693
2177,13.740115666125693
2178,13.740115666125693
2179,13.740115666125693
2180,16.035841308776828
2181,16.035841308776828
2182,16.035841308776828
2183,16.035841308776828
2184,11.967039969460927
2185,11.967039969460927
2186,11.967039969460927
2187,11.967039969460927
2188,12.354818749507604
2189,12.354818749507604
2190,12.354818749507604
2191,12.354818749507604
2192,12.354818749507604
2193,12.384352663131198
2194,12.384352663131198
2195,12.384352663131198
2196,12.384352663131198
2197,12.239782229794567
2198,12.239782229794567
2199,12.239782229794567
2200,12.239782229794567
2201,12.479092528377954
2202,12.479092528377954
2203,12.479092528377954
2204,12.479092528377954
2205,35.98556034466039
2206,35.98556034466039
2207,35.98556034466039
2208,35.98556034466039
2209,17.7364218409953
2210,17.7364218409953
2211,17.7364218409953
2212,17.7364218409953
2213,11.500290482003855
2214,11.500290482003855
2215,11.500290482003855
2216,11.500290482003855
2217,11.500290482003855
2218,16.56977467604426
2219,16.56977467604426
2220,16.56977467604426
2221,16.56977467604426
2222,14.105887929474695
2223,14.105887929474695
2224,14.105887929474695
2225,14.105887929474695
2226,14.105887929474695
2227,13.444022080264201
2228,13.444022080264201
2229,13.444022080264201
2230,13.444022080264201
2231,12.06949790695595
2232,12.06949790695595
2233,12.06949790695595
2234,12.06949790695595
2235,11.156924229089467
2236,11.156924229089467
2237,11.156924229089467
2238,11.156924229089467
2239,11.156924229089467
2240,12.46238354151828
2241,12.46238354151828
2242,12.46238354151828
2243,12.46238354151828
2244,11.595057665169158
2245,11.595057665169158
2246,11.595057665169158
2247,11.595057665169158
2248,11.595057665169158
2249,12.667726222926628
2250,12.667726222926628
2251,12.667726222926628
2252,12.667726222926628
2253,12.499893334243547
2254,12.499893334243547
2255,12.499893334243547
2256,12.499893334243547
2257,12.499893334243547
2258,12.492254214516214
2259,12.492254214516214
2260,12.492254214516214
2261,12.492254214516214
2262,12.023020332754882
2263,12.023020332754882
2264,12.023020332754882
2265,12.023020332754882
2266,12.500751560336235
2267,12.500751560336235
2268,12.500751560336235
2269,12.500751560336235
2270,12.500751560336235
2271,12.53640690555084
2272,12.53640690555084
2273,12.53640690555084
2274,12.53640690555084
2275,12.391890667439128
2276,12.391890667439128
2277,12.391890667439128
2278,12.391890667439128
2279,10.901301139436388
2280,10.901301139436388
2281,10.901301139436388
2282,10.901301139436388
2283,12.652395574212271
2284,12.652395574212271
2285,12.652395574212271
2286,12.652395574212271
2287,12.652395574212271
2288,12.11650170600344
2289,12.11650170600344
2290,12.11650170600344
2291,12.11650170600344
2292,12.11650170600344
2293,12.659255217829262
2294,12.659255217829262
2295,12.659255217829262
2296,12.659255217829262
2297,12.35871516819717
2298,12.35871516819717
2299,12.35871516819717
2300,12.35871516819717
2301,11.276097088035803
2302,11.276097088035803
2303,11.276097088035803
2304,11.276097088035803
2305,11.276097088035803
2306,12.54856125893056
2307,12.54856125893056
2308,12.54856125893056
2309,12.54856125893056
2310,12.561845660848848
2311,12.561845660848848
2312,12.561845660848848
2313,12.561845660848848
2314,12.561845660848848
2315,14.725129656533642
2316,14.725129656533642
2317,14.725129656533642
2318,14.725129656533642
2319,11.336958538668327
2320,11.336958538668327
2321,11.336958538668327
2322,11.336958538668327
2323,11.17955541625127
2324,11.17955541625127
2325,11.17955541625127
2326,11.17955541625127
2327,11.17955541625127
2328,12.133748464999927
2329,12.133748464999927
2330,12.133748464999927
2331,12.133748464999927
2332,12.133748464999927
2333,11.789501006068857
2334,11.789501006068857
2335,11.789501006068857
2336,11.789501006068857
2337,12.524272495524416
2338,12.524272495524416
2339,12.524272495524416
2340,12.524272495524416
2341,12.524272495524416
2342,11.335133256938143
2343,11.335133256938143
2344,11.335133256938143
2345,11.335133256938143
2346,11.827924798255589
2347,11.827924798255589
2348,11.827924798255589
2349,11.827924798255589
2350,11.827924798255589
2351,11.72015495357506
2352,11.72015495357506
2353,11.72015495357506
2354,11.72015495357506
2355,11.584856710599553
2356,11.584856710599553
2357,11.584856710599553
2358,11.584856710599553
2359,11.664486807372105
2360,11.664486807372105
2361,11.664486807372105
2362,11.664486807372105
2363,11.77954644788248
2364,11.77954644788248
2365,11.77954644788248
2366,11.77954644788248
2367,12.338038567721519
2368,12.338038567721519
2369,12.338038567721519
2370,12.350406233796267
2371,12.350406233796267
2372,12.350406233796267
2373,11.788118131801273
2374,11.788118131801273
2375,11.788118131801273
2376,11.788118131801273
2377,11.788118131801273
2378,12.054056523800973
2379,12.054056523800973
2380,12.054056523800973
2381,12.054056523800973
2382,11.797682585624322
2383,11.797682585624322
2384,11.797682585624322
2385,11.797682585624322
2386,12.420262499237834
2387,12.420262499237834
2388,12.420262499237834
2389,12.420262499237834
2390,12.420262499237834
2391,12.134861002801143
2392,12.134861002801143
2393,12.134861002801143
2394,12.134861002801143
2395,12.325736496371304
2396,12.325736496371304
2397,12.325736496371304
2398,12.325736496371304
2399,12.260898192541267
2400,12.260898192541267
2401,12.260898192541267
2402,12.012879904050726
2403,12.012879904050726
2404,12.012879904050726
2405,12.279793678984987
2406,12.279793678984987
2407,12.279793678984987
2408,12.279793678984987
2409,14.605631469034044
2410,14.605631469034044
2411,14.605631469034044
2412,14.605631469034044
2413,14.605631469034044
2414,11.440974578215506
2415,11.440974578215506
2416,11.440974578215506
2417,11.440974578215506
2418,11.238519088531767
2419,11.238519088531767
2420,11.238519088531767
2421,11.238519088531767
2422,11.238519088531767
2423,12.152767302665222
2424,12.152767302665222
2425,12.152767302665222
2426,12.152767302665222
2427,12.42726689737137
2428,12.42726689737137
2429,12.42726689737137
2430,12.42726689737137
2431,12.42726689737137
2432,14.242926256371943
2433,14.242926256371943
2434,14.242926256371943
2435,14.242926256371943
2436,21.907616643862493
2437,21.907616643862493
2438,21.907616643862493
2439,21.907616643862493
2440,11.492032222626293
2441,11.492032222626293
2442,11.492032222626293
2443,11.492032222626293
2444,11.492032222626293
2445,12.813251539913653
2446,12.813251539913653
2447,12.813251539913653
2448,12.813251539913653
2449,11.801727206380107
2450,11.801727206380107
2451,11.801727206380107
2452,11.801727206380107
2453,11.801727206380107
2454,12.141533368818989
2455,12.141533368818989
2456,12.141533368818989
2457,12.141533368818989
2458,11.153011565411475
2459,11.153011565411475
2460,11.153011565411475
2461,11.153011565411475
2462,15.181364105561634
2463,15.181364105561634
