Total Objects,CPU Usage
3004,11.880394649602492
3005,11.880394649602492
3006,11.880394649602492
3007,11.880394649602492
3008,11.880394649602492
3009,10.8811596765091
3010,10.8811596765091
3011,10.8811596765091
3012,10.8811596765091
3013,10.8811596765091
3014,10.8811596765091
3015,11.135355369752236
3016,11.135355369752236
3017,11.135355369752236
3018,11.135355369752236
3019,11.135355369752236
3020,11.135355369752236
3021,11.135355369752236
3022,11.169294431322195
3023,11.169294431322195
3024,11.169294431322195
3025,11.169294431322195
3026,11.169294431322195
3027,11.169294431322195
3028,10.382042062006919
3029,10.382042062006919
3030,10.382042062006919
3031,10.382042062006919
3032,10.382042062006919
3033,10.382042062006919
3034,10.382042062006919
3035,13.429463203171652
3036,13.429463203171652
3037,13.429463203171652
3038,13.429463203171652
3039,13.429463203171652
3040,13.429463203171652
3041,11.837831930439762
3042,11.837831930439762
3043,11.837831930439762
3044,11.837831930439762
3045,11.837831930439762
3046,12.194248075171199
3047,12.194248075171199
3048,12.194248075171199
3049,12.194248075171199
3050,12.194248075171199
3051,11.596487854470068
3052,11.596487854470068
3053,11.596487854470068
3054,11.596487854470068
3055,11.596487854470068
3056,11.596487854470068
3057,11.651664975115532
3058,11.651664975115532
3059,11.651664975115532
3060,11.651664975115532
3061,11.651664975115532
3062,11.323772434102716
3063,11.323772434102716
3064,11.323772434102716
3065,11.323772434102716
3066,12.416885483881515
3067,12.416885483881515
3068,12.416885483881515
3069,12.416885483881515
3070,12.416885483881515
3071,11.697327288404134
3072,11.697327288404134
3073,11.697327288404134
3074,11.697327288404134
3075,11.697327288404134
3076,11.497409771547387
3077,11.497409771547387
3078,11.497409771547387
3079,11.497409771547387
3080,11.497409771547387
3081,12.428096007737635
3082,12.428096007737635
3083,12.428096007737635
3084,11.221596358640342
3085,11.221596358640342
3086,11.221596358640342
3087,11.221596358640342
3088,11.221596358640342
3089,11.264333278351371
3090,11.264333278351371
3091,11.264333278351371
3092,11.264333278351371
3093,11.264333278351371
3094,12.451507641223097
3095,12.451507641223097
3096,12.451507641223097
3097,12.451507641223097
3098,12.451507641223097
3099,11.268637588988636
3100,11.268637588988636
3101,11.268637588988636
3102,11.268637588988636
3103,11.268637588988636
3104,11.34820390675507
3105,11.34820390675507
3106,11.34820390675507
3107,11.34820390675507
3108,11.34820390675507
3109,11.331647329255826
3110,11.331647329255826
3111,11.331647329255826
3112,11.331647329255826
3113,11.331647329255826
3114,11.890606420927467
3115,11.890606420927467
3116,11.890606420927467
3117,11.890606420927467
3118,11.890606420927467
3119,12.421389991301051
3120,12.421389991301051
3121,12.421389991301051
3122,12.421389991301051
3123,11.0881659996026
3124,11.0881659996026
3125,11.0881659996026
3126,11.0881659996026
3127,11.0881659996026
3128,11.49855125969285
3129,11.49855125969285
3130,11.49855125969285
3131,11.49855125969285
3132,11.49855125969285
3133,13.183970753398972
3134,13.183970753398972
3135,13.183970753398972
3136,13.183970753398972
3137,12.039607880255495
3138,12.039607880255495
3139,12.039607880255495
3140,12.039607880255495
3141,12.039607880255495
3142,11.823255757641796
3143,11.823255757641796
3144,11.823255757641796
3145,11.823255757641796
3146,11.823255757641796
3147,11.823255757641796
3148,11.966942205535124
3149,11.966942205535124
3150,11.966942205535124
3151,11.966942205535124
3152,11.966942205535124
3153,11.966942205535124
3154,12.386844598088963
3155,12.386844598088963
3156,12.386844598088963
3157,12.386844598088963
3158,12.386844598088963
3159,12.386844598088963
3160,12.623053274166693
3161,12.623053274166693
3162,12.623053274166693
3163,12.623053274166693
3164,36.555969104530234
3165,36.555969104530234
3166,36.555969104530234
3167,36.555969104530234
3168,36.555969104530234
