Total Objects,Memory Usage (MB)
1004,281.41522216796875
1005,283.41522216796875
1006,285.41522216796875
1007,287.41522216796875
1008,289.41522216796875
1009,291.41522216796875
1010,293.41522216796875
1011,295.41522216796875
1012,297.41522216796875
1013,299.41522216796875
1014,301.41522216796875
1015,255.51318359375
1016,257.51318359375
1017,259.51318359375
1018,261.52687072753906
1019,263.51318359375
1020,265.51318359375
1021,267.51318359375
1022,269.51905822753906
1023,271.51318359375
1024,273.51318359375
1025,275.51318359375
1026,277.51318359375
1027,279.51318359375
1028,281.51905822753906
1029,283.51318359375
1030,285.51318359375
1031,288.51123046875
1032,290.51123046875
1033,292.51123046875
1034,294.51123046875
1035,296.51123046875
1036,298.51123046875
1037,300.51123046875
1038,302.51123046875
1039,260.984375
1040,262.98248291015625
1041,264.98339080810547
1042,266.984375
1043,268.984375
1044,270.984375
1045,272.9824447631836
1046,274.9825744628906
1047,276.986328125
1048,279.98438262939453
1049,281.98441314697266
1050,283.98448944091797
1051,285.98439025878906
1052,287.984375
1053,289.984375
1054,291.9843978881836
1055,293.98438262939453
1056,295.98443603515625
1057,297.9844055175781
1058,299.9980926513672
1059,301.99805450439453
1060,303.9843978881836
1061,265.59815979003906
1062,268.51111602783203
1063,270.51114654541016
1064,272.5110778808594
1065,274.52471923828125
1066,276.5112533569336
1067,278.51220703125
1068,280.51102447509766
1069,282.51690673828125
1070,284.51102447509766
1071,286.512939453125
1072,288.5110626220703
1073,290.51880645751953
1074,292.52661895751953
1075,294.51688385009766
1076,296.51100158691406
1077,298.6732635498047
1078,300.6732635498047
1079,302.6732635498047
1080,305.59322357177734
1081,269.94427490234375
1082,271.94154357910156
1083,273.94738006591797
1084,275.9415512084961
1085,277.9417495727539
1086,279.94152069091797
1087,281.94738006591797
1088,283.94151306152344
1089,285.9417495727539
1090,287.94152069091797
1091,289.9424591064453
1092,291.94151306152344
1093,293.9415054321289
1094,296.77977752685547
1095,298.77989196777344
1096,300.7799530029297
1097,302.78746795654297
1098,304.78564453125
1099,306.78187561035156
1100,274.33536529541016
1101,276.3169937133789
1102,278.31915283203125
1103,280.31722259521484
1104,282.31793212890625
1105,284.31710052490234
1106,286.71826171875
1107,288.71826171875
1108,290.71826171875
1109,292.71826171875
1110,294.71826171875
1111,296.71826171875
1112,298.71826171875
1113,301.51871490478516
1114,303.51861572265625
1115,305.5186004638672
1116,307.5323181152344
1117,277.84974670410156
1118,279.8471908569336
1119,281.84700775146484
1120,283.8547897338867
1121,285.8470153808594
1122,287.8472137451172
1123,289.8470153808594
1124,291.8528518676758
1125,294.57923889160156
1126,296.56561279296875
1127,298.5655975341797
1128,300.58116912841797
1129,302.56555938720703
1130,304.5656204223633
1131,306.5792770385742
1132,308.57359313964844
1133,282.00308990478516
1134,284.6392822265625
1135,286.6451416015625
1136,288.6402816772461
1137,290.6554641723633
1138,292.6393585205078
1139,294.64707946777344
1140,296.6530227661133
1141,298.65504455566406
1142,300.63936614990234
1143,302.64613342285156
1144,304.6393356323242
1145,306.7210998535156
1146,309.3619079589844
1147,284.4501037597656
1148,286.4475555419922
1149,288.4612731933594
1150,290.44779205322266
1151,292.44779205322266
1152,294.4475631713867
1153,296.4534225463867
1154,298.44759368896484
1155,300.4477844238281
1156,303.0464401245117
1157,305.0541305541992
1158,307.06288146972656
1159,309.0541076660156
1160,287.28958892822266
1161,289.2870635986328
1162,291.3048553466797
1163,293.2873992919922
1164,295.8460006713867
1165,297.8459701538086
1166,299.85376739501953
1167,301.8615417480469
1168,303.84593963623047
1169,305.8468475341797
1170,307.84593963623047
1171,309.86167907714844
1172,311.8458938598633
1173,291.38134765625
1174,293.38134765625
1175,295.38134765625
1176,297.38134765625
1177,299.38134765625
1178,301.38134765625
1179,303.9021453857422
1180,305.9021682739258
1181,307.9023742675781
1182,309.90213775634766
1183,311.90213775634766
1184,292.9223327636719
1185,294.9179153442383
1186,297.3968734741211
1187,299.3967590332031
1188,301.3973388671875
1189,303.4107360839844
1190,305.4104461669922
1191,307.4026336669922
1192,309.39676666259766
1193,311.41258239746094
1194,295.9745330810547
1195,297.97188568115234
1196,299.9933319091797
1197,301.9719924926758
1198,304.3791961669922
1199,306.3708267211914
1200,308.38472747802734
1201,310.38868713378906
1202,312.3865966796875
1203,314.3864517211914
1204,298.65625762939453
1205,301.0403289794922
1206,303.0372009277344
1207,305.0371856689453
1208,307.0370635986328
1209,309.0403289794922
1210,311.0403289794922
1211,313.4413528442383
1212,299.2977294921875
1213,301.2951126098633
1214,303.2951965332031
1215,305.29510498046875
1216,307.29510498046875
1217,309.65411376953125
1218,311.6561737060547
1219,313.65418243408203
1220,301.17382049560547
1221,303.4903564453125
1222,305.5040969848633
1223,307.49652099609375
1224,309.50599670410156
1225,311.49061584472656
1226,313.81170654296875
1227,303.0060729980469
1228,305.00064849853516
1229,307.2660903930664
1230,309.28173828125
1231,311.29737854003906
1232,313.2798538208008
1233,315.5453872680664
1234,305.2724914550781
1235,307.2700500488281
1236,309.2935256958008
1237,311.2854537963867
1238,313.55601501464844
1239,315.5667190551758
1240,317.59024810791016
1241,307.0659408569336
1242,309.10750579833984
1243,311.3885192871094
1244,313.3885726928711
1245,315.3885726928711
1246,317.38851165771484
1247,307.31195068359375
1248,309.30936431884766
1249,311.3228302001953
1250,313.3170928955078
1251,315.58827209472656
1252,317.58829498291016
1253,319.6119155883789
1254,309.2131576538086
1255,311.1969909667969
1256,313.4760284423828
1257,315.47830963134766
1258,317.49169921875
1259,319.48377227783203
1260,321.7552185058594
1261,311.25628662109375
1262,313.2634963989258
1263,315.26937103271484
1264,317.25382232666016
1265,319.5328826904297
1266,321.53295135498047
1267,323.5506591796875
1268,313.207275390625
1269,315.46006774902344
1270,317.4304733276367
1271,319.4366149902344
1272,321.45409393310547
1273,323.4519348144531
1274,313.3583755493164
1275,315.3567886352539
1276,317.35581970214844
1277,319.36986541748047
1278,321.3560562133789
1279,323.63499450683594
1280,325.6351776123047
1281,315.2287139892578
1282,317.22022247314453
1283,319.5011291503906
1284,321.49927520751953
1285,323.5150146484375
1286,325.5227355957031
1287,327.7789077758789
1288,317.3114547729492
1289,319.32238006591797
1290,321.35382080078125
1291,323.30709075927734
1292,325.5881881713867
1293,327.58612060546875
1294,329.5859603881836
1295,319.1811294555664
1296,321.1787567138672
1297,323.44459533691406
1298,325.4600601196289
1299,327.4736557006836
1300,329.4890823364258
1301,331.7651824951172
1302,321.3420867919922
1303,323.35497283935547
1304,325.3689422607422
1305,327.3689422607422
1306,329.64990234375
1307,331.6498794555664
