Total Objects,Memory Usage (MB)
4,45.55339050292969
5,48.100929260253906
6,50.10118865966797
7,52.64848327636719
8,54.65626525878906
9,57.00390625
10,20.443626403808594
11,22.686874389648438
12,24.68665313720703
13,26.8896484375
14,29.78913116455078
15,32.31694793701172
16,34.686729431152344
17,36.686614990234375
18,39.78912353515625
19,42.68670654296875
20,44.686668395996094
21,46.6866455078125
22,48.688560485839844
23,50.686859130859375
24,52.686622619628906
25,55.78910827636719
26,57.789222717285156
27,59.789154052734375
28,61.789344787597656
29,64.68758392333984
30,66.68673706054688
31,68.6866226196289
32,29.922256469726562
33,31.922256469726562
34,33.92225646972656
35,36.92420959472656
36,38.92420959472656
37,40.92420959472656
38,42.92420959472656
39,45.363975524902344
40,47.92225646972656
41,49.92225646972656
42,51.92225646972656
43,53.92225646972656
44,56.924224853515625
45,58.92420959472656
46,60.92420959472656
47,62.92420959472656
48,64.92420959472656
49,66.92420959472656
50,68.93008422851562
51,71.92225646972656
52,73.92225646972656
53,75.92225646972656
54,77.92225646972656
55,79.92225646972656
56,81.92225646972656
57,31.363739013671875
58,33.52000427246094
59,35.69934844970703
60,37.83122253417969
61,40.04143524169922
62,42.15046691894531
63,44.328330993652344
64,46.463340759277344
65,48.455528259277344
66,50.61121368408203
67,53.050865173339844
68,55.20697784423828
69,57.36328887939453
70,59.526580810546875
71,61.706214904785156
72,63.84839630126953
73,65.99305725097656
74,67.98770904541016
75,70.17424774169922
76,72.299072265625
77,38.293312072753906
78,40.5517578125
79,43.30580139160156
80,45.30004119873047
81,47.29993438720703
82,49.29998016357422
83,51.299957275390625
84,53.30016326904297
85,56.046180725097656
86,58.05995178222656
87,60.05401611328125
88,62.053985595703125
89,64.04618835449219
90,66.05397033691406
91,68.04854583740234
92,70.5517578125
93,72.5517578125
94,74.5517578125
95,43.66980743408203
96,45.625885009765625
97,47.63935852050781
98,49.625877380371094
99,51.62574005126953
100,53.625640869140625
101,56.37384796142578
102,58.37407684326172
103,60.37384033203125
104,62.373870849609375
105,64.37385559082031
106,66.3739013671875
107,68.3761215209961
108,70.87548828125
109,72.87548828125
110,74.87548828125
111,76.87548828125
112,47.43528747558594
113,49.43537902832031
114,51.448997497558594
115,53.436248779296875
116,55.43531036376953
117,57.435394287109375
118,60.146034240722656
119,62.15965270996094
120,64.14601135253906
121,66.14596557617188
122,68.14692687988281
123,70.14603424072266
124,72.14595794677734
125,74.72265625
126,76.72265625
127,78.72265625
128,50.36767578125
129,52.36767578125
130,55.042564392089844
131,57.042579650878906
132,59.042572021484375
133,61.04261779785156
134,63.05628967285156
135,65.71554565429688
136,67.71562957763672
137,69.74484252929688
138,71.7164306640625
139,73.71576690673828
140,75.715576171875
141,77.71570587158203
142,80.36767578125
143,53.88518524169922
144,55.845375061035156
145,57.83824920654297
146,59.85124206542969
147,61.93128967285156
148,64.57388305664062
149,66.56812286376953
150,68.56825256347656
151,70.58174896240234
152,72.56802368164062
153,74.56806945800781
154,77.20309448242188
155,79.20375061035156
156,81.21060943603516
157,55.93672180175781
158,57.89251708984375
159,59.894378662109375
160,62.50212860107422
161,64.48846435546875
162,66.5041275024414
163,68.48849487304688
164,70.48868560791016
165,72.48941802978516
166,74.69859313964844
167,76.69859313964844
168,79.29647827148438
169,81.29654693603516
170,58.473854064941406
171,60.465919494628906
172,62.461021423339844
173,64.46006774902344
174,67.01726531982422
175,69.01709747314453
176,71.0229721069336
177,73.02306365966797
178,75.01707458496094
179,77.57412719726562
180,79.57425689697266
181,81.57415771484375
182,61.38639831542969
183,59.76213073730469
184,61.92332458496094
185,63.984214782714844
186,66.08402252197266
187,68.20401000976562
188,70.29148864746094
189,72.44508361816406
190,74.5246353149414
191,76.61469268798828
192,78.78031921386719
193,80.84329223632812
194,82.92638397216797
195,62.992897033691406
196,64.96189880371094
197,67.4410400390625
198,69.43309020996094
199,71.43301391601562
200,73.46426391601562
201,75.4332504272461
202,77.92375946044922
203,79.91020202636719
204,81.91202545166016
205,83.92581939697266
206,85.9122085571289
207,66.82760620117188
208,65.50111389160156
209,67.66744995117188
210,69.7392349243164
211,71.8287124633789
212,73.99491882324219
213,76.05825805664062
214,78.14741516113281
215,80.31297302246094
216,82.41598510742188
217,67.119873046875
218,69.4830322265625
219,71.47520446777344
220,73.49984741210938
221,75.47525787353516
222,77.84691619873047
223,79.85135650634766
224,81.83333587646484
225,83.84874725341797
226,86.041748046875
227,70.25814819335938
228,68.86074829101562
229,71.02774810791016
230,73.09980773925781
231,75.27446746826172
232,77.33856964111328
233,79.42622375488281
234,81.57982635498047
235,83.6810073852539
236,85.75151062011719
237,87.84049987792969
238,89.998046875
239,92.06446838378906
240,72.19676971435547
241,74.66361236572266
242,76.66377258300781
243,78.65580749511719
244,80.68511199951172
245,82.68730163574219
246,84.7451171875
247,87.23011016845703
248,89.22429656982422
249,91.2242660522461
250,93.22428894042969
251,74.0999755859375
252,76.57493591308594
253,78.57492065429688
254,80.57487487792969
255,82.57584381103516
256,84.57489013671875
257,86.58078002929688
258,89.06024932861328
259,91.05250549316406
260,93.05260467529297
261,95.05260467529297
262,77.99565124511719
263,80.00074005126953
264,81.98526000976562
265,83.98522186279297
266,86.00695037841797
267,88.23072814941406
268,90.23072814941406
269,92.23268127441406
270,94.67079162597656
271,78.71485137939453
272,80.7121353149414
273,82.73358154296875
274,85.11835479736328
275,87.11054992675781
276,89.1105728149414
277,91.11151885986328
278,93.11079406738281
279,95.52279663085938
280,81.45756530761719
281,83.4474868774414
282,85.80596923828125
283,87.80596160888672
284,89.8294677734375
285,91.80609130859375
286,94.18084716796875
287,96.17268371582031
288,83.81932830810547
289,85.82787322998047
290,87.82946014404297
291,89.8375244140625
292,91.8985595703125
293,94.219482421875
294,83.53434753417969
295,85.53174591064453
296,87.82447052001953
297,89.8107681274414
298,91.81085205078125
299,94.08991241455078
